,name,artist,id,duration,popularity,genres,playlist,features,created_at
81,'Chateau','Angus & Julia Stone',1tQtURCQmQnY5ZxJNTgXKR,273560,55,['australian indie folk'],Happy Folk,"[{""danceability"": 0.656, ""energy"": 0.592, ""key"": 5, ""loudness"": -11.477, ""mode"": 1, ""speechiness"": 0.0381, ""acousticness"": 0.655, ""instrumentalness"": 0.886, ""liveness"": 0.108, ""valence"": 0.582, ""tempo"": 130.003, ""type"": ""audio_features"", ""id"": ""1tQtURCQmQnY5ZxJNTgXKR"", ""uri"": ""spotify:track:1tQtURCQmQnY5ZxJNTgXKR"", ""track_href"": ""https://api.spotify.com/v1/tracks/1tQtURCQmQnY5ZxJNTgXKR"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1tQtURCQmQnY5ZxJNTgXKR"", ""duration_ms"": 273560, ""time_signature"": 4}]",1669560477.259721
80,'Awake','Freedom Fry',3HJ5NJAWtxLPAru4wGGN7A,194000,41,"['folk-pop', 'shimmer pop', 'stomp and holler']",Happy Folk,"[{""danceability"": 0.618, ""energy"": 0.769, ""key"": 11, ""loudness"": -4.642, ""mode"": 0, ""speechiness"": 0.0308, ""acousticness"": 0.671, ""instrumentalness"": 0.241, ""liveness"": 0.276, ""valence"": 0.607, ""tempo"": 111.978, ""type"": ""audio_features"", ""id"": ""3HJ5NJAWtxLPAru4wGGN7A"", ""uri"": ""spotify:track:3HJ5NJAWtxLPAru4wGGN7A"", ""track_href"": ""https://api.spotify.com/v1/tracks/3HJ5NJAWtxLPAru4wGGN7A"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3HJ5NJAWtxLPAru4wGGN7A"", ""duration_ms"": 194000, ""time_signature"": 4}]",1669560477.067254
79,'Only the Wild Ones','DISPATCH',3LwjMORRPuf7j7WiFHW350,253165,60,"['jam band', 'modern folk rock', 'neo mellow', 'pop rock', 'stomp and holler']",Happy Folk,"[{""danceability"": 0.421, ""energy"": 0.693, ""key"": 8, ""loudness"": -7.332, ""mode"": 1, ""speechiness"": 0.0452, ""acousticness"": 0.441, ""instrumentalness"": 0.000248, ""liveness"": 0.102, ""valence"": 0.59, ""tempo"": 111.118, ""type"": ""audio_features"", ""id"": ""3LwjMORRPuf7j7WiFHW350"", ""uri"": ""spotify:track:3LwjMORRPuf7j7WiFHW350"", ""track_href"": ""https://api.spotify.com/v1/tracks/3LwjMORRPuf7j7WiFHW350"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3LwjMORRPuf7j7WiFHW350"", ""duration_ms"": 253165, ""time_signature"": 4}]",1669560476.868848
78,'Five More Minutes','The War and Treaty',5I9K1oVuO22OehDQZnxdr2,223880,47,"['black americana', 'new americana']",Happy Folk,"[{""danceability"": 0.608, ""energy"": 0.551, ""key"": 4, ""loudness"": -8.349, ""mode"": 1, ""speechiness"": 0.0298, ""acousticness"": 0.00386, ""instrumentalness"": 7.76e-05, ""liveness"": 0.0997, ""valence"": 0.297, ""tempo"": 98.067, ""type"": ""audio_features"", ""id"": ""5I9K1oVuO22OehDQZnxdr2"", ""uri"": ""spotify:track:5I9K1oVuO22OehDQZnxdr2"", ""track_href"": ""https://api.spotify.com/v1/tracks/5I9K1oVuO22OehDQZnxdr2"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/5I9K1oVuO22OehDQZnxdr2"", ""duration_ms"": 223880, ""time_signature"": 4}]",1669560476.680295
77,'Satellite','Courtney Marie Andrews',5r882UNUUII5EKZ9rlVImU,174540,46,"['alternative country', 'deep new americana', 'folk', 'indie folk', 'modern folk rock', 'new americana', 'singer-songwriter', 'stomp and holler']",Happy Folk,"[{""danceability"": 0.511, ""energy"": 0.55, ""key"": 4, ""loudness"": -8.323, ""mode"": 1, ""speechiness"": 0.0324, ""acousticness"": 0.756, ""instrumentalness"": 0, ""liveness"": 0.206, ""valence"": 0.285, ""tempo"": 77.038, ""type"": ""audio_features"", ""id"": ""5r882UNUUII5EKZ9rlVImU"", ""uri"": ""spotify:track:5r882UNUUII5EKZ9rlVImU"", ""track_href"": ""https://api.spotify.com/v1/tracks/5r882UNUUII5EKZ9rlVImU"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/5r882UNUUII5EKZ9rlVImU"", ""duration_ms"": 174540, ""time_signature"": 4}]",1669560476.47325
76,'Puppy and a Truck','Jenny Lewis',3yN6F2vOf3ypKv9kr8sDdm,191453,49,['indie pop'],Happy Folk,"[{""danceability"": 0.802, ""energy"": 0.514, ""key"": 9, ""loudness"": -7.487, ""mode"": 1, ""speechiness"": 0.0365, ""acousticness"": 0.466, ""instrumentalness"": 3.33e-06, ""liveness"": 0.0796, ""valence"": 0.956, ""tempo"": 126.53, ""type"": ""audio_features"", ""id"": ""3yN6F2vOf3ypKv9kr8sDdm"", ""uri"": ""spotify:track:3yN6F2vOf3ypKv9kr8sDdm"", ""track_href"": ""https://api.spotify.com/v1/tracks/3yN6F2vOf3ypKv9kr8sDdm"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3yN6F2vOf3ypKv9kr8sDdm"", ""duration_ms"": 191453, ""time_signature"": 4}]",1669560476.280676
75,'McKenzie','Houndmouth',6FLkXWDTvUc36qYYRhm4jg,194813,60,"['deep new americana', 'indie folk', 'modern folk rock', 'modern rock', 'new americana', 'rock', 'stomp and holler']",Happy Folk,"[{""danceability"": 0.831, ""energy"": 0.69, ""key"": 5, ""loudness"": -7.339, ""mode"": 1, ""speechiness"": 0.028, ""acousticness"": 0.106, ""instrumentalness"": 0.00226, ""liveness"": 0.0973, ""valence"": 0.701, ""tempo"": 120.143, ""type"": ""audio_features"", ""id"": ""6FLkXWDTvUc36qYYRhm4jg"", ""uri"": ""spotify:track:6FLkXWDTvUc36qYYRhm4jg"", ""track_href"": ""https://api.spotify.com/v1/tracks/6FLkXWDTvUc36qYYRhm4jg"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6FLkXWDTvUc36qYYRhm4jg"", ""duration_ms"": 194813, ""time_signature"": 4}]",1669560476.084615
74,'Too Late Babe','The Lowest Pair',0CKT4fraX6cV2T0HeGGIJm,289161,41,"['banjo', 'deep new americana', 'new americana', 'olympia wa indie']",Happy Folk,"[{""danceability"": 0.373, ""energy"": 0.681, ""key"": 2, ""loudness"": -8.002, ""mode"": 1, ""speechiness"": 0.0385, ""acousticness"": 0.137, ""instrumentalness"": 0.633, ""liveness"": 0.145, ""valence"": 0.249, ""tempo"": 168.533, ""type"": ""audio_features"", ""id"": ""0CKT4fraX6cV2T0HeGGIJm"", ""uri"": ""spotify:track:0CKT4fraX6cV2T0HeGGIJm"", ""track_href"": ""https://api.spotify.com/v1/tracks/0CKT4fraX6cV2T0HeGGIJm"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0CKT4fraX6cV2T0HeGGIJm"", ""duration_ms"": 289162, ""time_signature"": 4}]",1669560475.894146
73,'Sanctuary','Hiss Golden Messenger',1Y4N7rL8XF0vMpFGHmjiJO,266756,56,"['deep new americana', 'indie folk', 'indie rock', 'modern folk rock', 'new americana', 'north carolina indie', 'north carolina roots', 'roots rock', 'stomp and holler']",Happy Folk,"[{""danceability"": 0.729, ""energy"": 0.451, ""key"": 5, ""loudness"": -12.64, ""mode"": 1, ""speechiness"": 0.0299, ""acousticness"": 0.475, ""instrumentalness"": 0.0185, ""liveness"": 0.0895, ""valence"": 0.889, ""tempo"": 120.052, ""type"": ""audio_features"", ""id"": ""1Y4N7rL8XF0vMpFGHmjiJO"", ""uri"": ""spotify:track:1Y4N7rL8XF0vMpFGHmjiJO"", ""track_href"": ""https://api.spotify.com/v1/tracks/1Y4N7rL8XF0vMpFGHmjiJO"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1Y4N7rL8XF0vMpFGHmjiJO"", ""duration_ms"": 266756, ""time_signature"": 4}]",1669560475.696454
72,'Mighty Soul','Langhorne Slim',1beRzsjfMsFtrXkw0I4OPZ,117146,44,"['anti-folk', 'deep new americana', 'indie folk', 'modern folk rock', 'new americana', 'stomp and holler']",Happy Folk,"[{""danceability"": 0.485, ""energy"": 0.414, ""key"": 3, ""loudness"": -9.575, ""mode"": 1, ""speechiness"": 0.0282, ""acousticness"": 0.818, ""instrumentalness"": 0.00137, ""liveness"": 0.177, ""valence"": 0.638, ""tempo"": 126.686, ""type"": ""audio_features"", ""id"": ""1beRzsjfMsFtrXkw0I4OPZ"", ""uri"": ""spotify:track:1beRzsjfMsFtrXkw0I4OPZ"", ""track_href"": ""https://api.spotify.com/v1/tracks/1beRzsjfMsFtrXkw0I4OPZ"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1beRzsjfMsFtrXkw0I4OPZ"", ""duration_ms"": 117147, ""time_signature"": 4}]",1669560475.504511
71,'Making Do','Lake Street Dive',46quRQAj7MxBJ38B5EyJOc,214150,50,"['boston rock', 'new americana']",Happy Folk,"[{""danceability"": 0.749, ""energy"": 0.439, ""key"": 5, ""loudness"": -6.838, ""mode"": 1, ""speechiness"": 0.0422, ""acousticness"": 0.0362, ""instrumentalness"": 0.000389, ""liveness"": 0.103, ""valence"": 0.288, ""tempo"": 176.002, ""type"": ""audio_features"", ""id"": ""46quRQAj7MxBJ38B5EyJOc"", ""uri"": ""spotify:track:46quRQAj7MxBJ38B5EyJOc"", ""track_href"": ""https://api.spotify.com/v1/tracks/46quRQAj7MxBJ38B5EyJOc"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/46quRQAj7MxBJ38B5EyJOc"", ""duration_ms"": 214150, ""time_signature"": 4}]",1669560475.299429
70,'Olalla','Blanco White',4R59wt5nnhYo88PIu3cUIt,248160,65,"['british singer-songwriter', 'indie folk']",Happy Folk,"[{""danceability"": 0.573, ""energy"": 0.406, ""key"": 3, ""loudness"": -11.946, ""mode"": 1, ""speechiness"": 0.0361, ""acousticness"": 0.653, ""instrumentalness"": 0.475, ""liveness"": 0.123, ""valence"": 0.376, ""tempo"": 130.021, ""type"": ""audio_features"", ""id"": ""4R59wt5nnhYo88PIu3cUIt"", ""uri"": ""spotify:track:4R59wt5nnhYo88PIu3cUIt"", ""track_href"": ""https://api.spotify.com/v1/tracks/4R59wt5nnhYo88PIu3cUIt"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4R59wt5nnhYo88PIu3cUIt"", ""duration_ms"": 248160, ""time_signature"": 4}]",1669560475.101478
69,'Headstart','Jade Bird',7pwv5cbW7hj4HVv3US4XUT,142818,47,"['folk-pop', 'indie pop', 'uk americana']",Happy Folk,"[{""danceability"": 0.533, ""energy"": 0.71, ""key"": 10, ""loudness"": -7.61, ""mode"": 1, ""speechiness"": 0.0412, ""acousticness"": 0.0938, ""instrumentalness"": 0, ""liveness"": 0.23, ""valence"": 0.71, ""tempo"": 103.145, ""type"": ""audio_features"", ""id"": ""7pwv5cbW7hj4HVv3US4XUT"", ""uri"": ""spotify:track:7pwv5cbW7hj4HVv3US4XUT"", ""track_href"": ""https://api.spotify.com/v1/tracks/7pwv5cbW7hj4HVv3US4XUT"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7pwv5cbW7hj4HVv3US4XUT"", ""duration_ms"": 142819, ""time_signature"": 4}]",1669560474.901762
68,'Graveclothes','Birdtalker',1UM7bluhwWTGfhvWWOshk7,227105,45,"['folk-pop', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']",Happy Folk,"[{""danceability"": 0.431, ""energy"": 0.823, ""key"": 7, ""loudness"": -5.592, ""mode"": 1, ""speechiness"": 0.122, ""acousticness"": 0.0538, ""instrumentalness"": 2.48e-05, ""liveness"": 0.0855, ""valence"": 0.624, ""tempo"": 176.536, ""type"": ""audio_features"", ""id"": ""1UM7bluhwWTGfhvWWOshk7"", ""uri"": ""spotify:track:1UM7bluhwWTGfhvWWOshk7"", ""track_href"": ""https://api.spotify.com/v1/tracks/1UM7bluhwWTGfhvWWOshk7"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1UM7bluhwWTGfhvWWOshk7"", ""duration_ms"": 227105, ""time_signature"": 4}]",1669560474.683435
67,'Sugar in the Creek','Bendigo Fletcher',0Ppp8AhUasTiQxp4RHwyj5,251746,53,"['deep new americana', 'indie folk', 'roots americana', 'stomp and holler']",Happy Folk,"[{""danceability"": 0.317, ""energy"": 0.696, ""key"": 11, ""loudness"": -7.844, ""mode"": 1, ""speechiness"": 0.0512, ""acousticness"": 0.607, ""instrumentalness"": 0.00086, ""liveness"": 0.108, ""valence"": 0.68, ""tempo"": 144.95, ""type"": ""audio_features"", ""id"": ""0Ppp8AhUasTiQxp4RHwyj5"", ""uri"": ""spotify:track:0Ppp8AhUasTiQxp4RHwyj5"", ""track_href"": ""https://api.spotify.com/v1/tracks/0Ppp8AhUasTiQxp4RHwyj5"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0Ppp8AhUasTiQxp4RHwyj5"", ""duration_ms"": 251747, ""time_signature"": 4}]",1669560474.475741
66,'Either Way','Beta Radio',3ihp0qYSN89GBnrgF6GhRh,135560,55,"['indie folk', 'modern indie folk', 'new americana', 'stomp and flutter', 'stomp and holler']",Happy Folk,"[{""danceability"": 0.651, ""energy"": 0.621, ""key"": 8, ""loudness"": -7.271, ""mode"": 1, ""speechiness"": 0.0359, ""acousticness"": 0.637, ""instrumentalness"": 0.000122, ""liveness"": 0.0712, ""valence"": 0.914, ""tempo"": 77.578, ""type"": ""audio_features"", ""id"": ""3ihp0qYSN89GBnrgF6GhRh"", ""uri"": ""spotify:track:3ihp0qYSN89GBnrgF6GhRh"", ""track_href"": ""https://api.spotify.com/v1/tracks/3ihp0qYSN89GBnrgF6GhRh"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3ihp0qYSN89GBnrgF6GhRh"", ""duration_ms"": 135560, ""time_signature"": 4}]",1669560474.270445
65,'Gloria','The Lumineers',2ZR7DiAXXAOUr85ZBreWt4,216120,44,"['folk-pop', 'pop', 'stomp and holler']",Happy Folk,"[{""danceability"": 0.523, ""energy"": 0.714, ""key"": 11, ""loudness"": -6.021, ""mode"": 1, ""speechiness"": 0.0367, ""acousticness"": 0.658, ""instrumentalness"": 5.2e-06, ""liveness"": 0.0785, ""valence"": 0.659, ""tempo"": 78.211, ""type"": ""audio_features"", ""id"": ""2ZR7DiAXXAOUr85ZBreWt4"", ""uri"": ""spotify:track:2ZR7DiAXXAOUr85ZBreWt4"", ""track_href"": ""https://api.spotify.com/v1/tracks/2ZR7DiAXXAOUr85ZBreWt4"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2ZR7DiAXXAOUr85ZBreWt4"", ""duration_ms"": 216120, ""time_signature"": 4}]",1669560474.054796
64,'Mess Is Mine','Vance Joy',7BVwi9cIzSc6tpyxsp47vJ,223640,64,"['folk-pop', 'pop']",Happy Folk,"[{""danceability"": 0.595, ""energy"": 0.723, ""key"": 7, ""loudness"": -8.256, ""mode"": 1, ""speechiness"": 0.0349, ""acousticness"": 0.047, ""instrumentalness"": 0.0286, ""liveness"": 0.0995, ""valence"": 0.272, ""tempo"": 108.043, ""type"": ""audio_features"", ""id"": ""7BVwi9cIzSc6tpyxsp47vJ"", ""uri"": ""spotify:track:7BVwi9cIzSc6tpyxsp47vJ"", ""track_href"": ""https://api.spotify.com/v1/tracks/7BVwi9cIzSc6tpyxsp47vJ"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7BVwi9cIzSc6tpyxsp47vJ"", ""duration_ms"": 223640, ""time_signature"": 1}]",1669560473.861793
63,'All We Ever Knew - Recorded at Spotify Studios NYC','The Head And The Heart',0PHm9MrfZdEUasfd1XC0n2,228586,43,"['folk-pop', 'indie folk', 'seattle indie', 'stomp and holler']",Happy Folk,"[{""danceability"": 0.46, ""energy"": 0.825, ""key"": 0, ""loudness"": -5.203, ""mode"": 1, ""speechiness"": 0.031, ""acousticness"": 0.0695, ""instrumentalness"": 1.52e-05, ""liveness"": 0.337, ""valence"": 0.443, ""tempo"": 100.137, ""type"": ""audio_features"", ""id"": ""0PHm9MrfZdEUasfd1XC0n2"", ""uri"": ""spotify:track:0PHm9MrfZdEUasfd1XC0n2"", ""track_href"": ""https://api.spotify.com/v1/tracks/0PHm9MrfZdEUasfd1XC0n2"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0PHm9MrfZdEUasfd1XC0n2"", ""duration_ms"": 228587, ""time_signature"": 4}]",1669560473.670055
62,"'Easy, Love'",'Tom West',5OTQmxChZpC7Oiz2757Oka,207069,36,"['australian americana', 'folk-pop']",Happy Folk,"[{""danceability"": 0.538, ""energy"": 0.626, ""key"": 8, ""loudness"": -10.333, ""mode"": 0, ""speechiness"": 0.0426, ""acousticness"": 0.746, ""instrumentalness"": 0.000383, ""liveness"": 0.198, ""valence"": 0.337, ""tempo"": 120.971, ""type"": ""audio_features"", ""id"": ""5OTQmxChZpC7Oiz2757Oka"", ""uri"": ""spotify:track:5OTQmxChZpC7Oiz2757Oka"", ""track_href"": ""https://api.spotify.com/v1/tracks/5OTQmxChZpC7Oiz2757Oka"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/5OTQmxChZpC7Oiz2757Oka"", ""duration_ms"": 207069, ""time_signature"": 4}]",1669560473.476506
61,'American Dream','Cereus Bright',4V70CXma5EqVlQ6SvxDLYO,227946,45,"['indiecoustica', 'knoxville indie', 'stomp and holler']",Happy Folk,"[{""danceability"": 0.705, ""energy"": 0.504, ""key"": 10, ""loudness"": -11.33, ""mode"": 1, ""speechiness"": 0.0323, ""acousticness"": 0.18, ""instrumentalness"": 0.00393, ""liveness"": 0.126, ""valence"": 0.177, ""tempo"": 133.077, ""type"": ""audio_features"", ""id"": ""4V70CXma5EqVlQ6SvxDLYO"", ""uri"": ""spotify:track:4V70CXma5EqVlQ6SvxDLYO"", ""track_href"": ""https://api.spotify.com/v1/tracks/4V70CXma5EqVlQ6SvxDLYO"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4V70CXma5EqVlQ6SvxDLYO"", ""duration_ms"": 227947, ""time_signature"": 4}]",1669560473.28839
60,'Sunday Funday','TOLEDO',2OjZhG8BnvrsVWqGnZk4PO,256629,54,"['brooklyn indie', 'indie pop']",Happy Folk,"[{""danceability"": 0.429, ""energy"": 0.699, ""key"": 8, ""loudness"": -8.436, ""mode"": 1, ""speechiness"": 0.0404, ""acousticness"": 0.0352, ""instrumentalness"": 0.291, ""liveness"": 0.126, ""valence"": 0.686, ""tempo"": 82.971, ""type"": ""audio_features"", ""id"": ""2OjZhG8BnvrsVWqGnZk4PO"", ""uri"": ""spotify:track:2OjZhG8BnvrsVWqGnZk4PO"", ""track_href"": ""https://api.spotify.com/v1/tracks/2OjZhG8BnvrsVWqGnZk4PO"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2OjZhG8BnvrsVWqGnZk4PO"", ""duration_ms"": 256630, ""time_signature"": 4}]",1669560473.098956
59,'Shaky Ground','Freedom Fry',0VCveHO3AX0OLRuTgpBKBJ,192893,48,"['folk-pop', 'shimmer pop', 'stomp and holler']",Happy Folk,"[{""danceability"": 0.721, ""energy"": 0.507, ""key"": 9, ""loudness"": -7.439, ""mode"": 1, ""speechiness"": 0.028, ""acousticness"": 0.54, ""instrumentalness"": 3.94e-06, ""liveness"": 0.114, ""valence"": 0.43, ""tempo"": 116.05, ""type"": ""audio_features"", ""id"": ""0VCveHO3AX0OLRuTgpBKBJ"", ""uri"": ""spotify:track:0VCveHO3AX0OLRuTgpBKBJ"", ""track_href"": ""https://api.spotify.com/v1/tracks/0VCveHO3AX0OLRuTgpBKBJ"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0VCveHO3AX0OLRuTgpBKBJ"", ""duration_ms"": 192893, ""time_signature"": 4}]",1669560472.913399
58,'Amadeus','Family and Friends',4F9jpNQDKRFoyM4Ebpni6S,207519,52,"['athens indie', 'folk-pop', 'stomp and holler']",Happy Folk,"[{""danceability"": 0.428, ""energy"": 0.724, ""key"": 11, ""loudness"": -7.264, ""mode"": 0, ""speechiness"": 0.0434, ""acousticness"": 0.183, ""instrumentalness"": 0.000136, ""liveness"": 0.251, ""valence"": 0.184, ""tempo"": 146.917, ""type"": ""audio_features"", ""id"": ""4F9jpNQDKRFoyM4Ebpni6S"", ""uri"": ""spotify:track:4F9jpNQDKRFoyM4Ebpni6S"", ""track_href"": ""https://api.spotify.com/v1/tracks/4F9jpNQDKRFoyM4Ebpni6S"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4F9jpNQDKRFoyM4Ebpni6S"", ""duration_ms"": 207519, ""time_signature"": 4}]",1669560472.726024
57,'New Girl','Jamie Drake',7EN7VVggDQew9Ki60a47x4,207066,38,['la pop'],Happy Folk,"[{""danceability"": 0.704, ""energy"": 0.684, ""key"": 3, ""loudness"": -8.032, ""mode"": 1, ""speechiness"": 0.0955, ""acousticness"": 0.827, ""instrumentalness"": 0, ""liveness"": 0.0937, ""valence"": 0.924, ""tempo"": 81.996, ""type"": ""audio_features"", ""id"": ""7EN7VVggDQew9Ki60a47x4"", ""uri"": ""spotify:track:7EN7VVggDQew9Ki60a47x4"", ""track_href"": ""https://api.spotify.com/v1/tracks/7EN7VVggDQew9Ki60a47x4"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7EN7VVggDQew9Ki60a47x4"", ""duration_ms"": 207067, ""time_signature"": 4}]",1669560472.535942
56,'Call It Dreaming','Iron & Wine',1MxHIIzcTeFnaNsDGY3pfj,231754,62,"['chamber pop', 'indie folk', 'stomp and holler']",Happy Folk,"[{""danceability"": 0.512, ""energy"": 0.501, ""key"": 5, ""loudness"": -9.971, ""mode"": 1, ""speechiness"": 0.0325, ""acousticness"": 0.609, ""instrumentalness"": 6.25e-05, ""liveness"": 0.0973, ""valence"": 0.726, ""tempo"": 79.989, ""type"": ""audio_features"", ""id"": ""1MxHIIzcTeFnaNsDGY3pfj"", ""uri"": ""spotify:track:1MxHIIzcTeFnaNsDGY3pfj"", ""track_href"": ""https://api.spotify.com/v1/tracks/1MxHIIzcTeFnaNsDGY3pfj"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1MxHIIzcTeFnaNsDGY3pfj"", ""duration_ms"": 231755, ""time_signature"": 4}]",1669560472.342891
55,'Tom Barrett','Ian Noe',6YbQXUNroKs9qofA8gttor,193080,57,"['indie folk', 'kentucky indie', 'kentucky roots', 'new americana', 'roots americana']",Happy Folk,"[{""danceability"": 0.389, ""energy"": 0.457, ""key"": 5, ""loudness"": -9.633, ""mode"": 1, ""speechiness"": 0.0359, ""acousticness"": 0.612, ""instrumentalness"": 5.79e-05, ""liveness"": 0.212, ""valence"": 0.521, ""tempo"": 150.684, ""type"": ""audio_features"", ""id"": ""6YbQXUNroKs9qofA8gttor"", ""uri"": ""spotify:track:6YbQXUNroKs9qofA8gttor"", ""track_href"": ""https://api.spotify.com/v1/tracks/6YbQXUNroKs9qofA8gttor"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6YbQXUNroKs9qofA8gttor"", ""duration_ms"": 193080, ""time_signature"": 4}]",1669560472.154816
54,'Alive','Graeme James',0C4qvgfSB5VGixYXrYcY9j,242000,48,"['indie folk', 'nz folk', 'pop folk', 'stomp and holler']",Happy Folk,"[{""danceability"": 0.712, ""energy"": 0.893, ""key"": 5, ""loudness"": -7.766, ""mode"": 1, ""speechiness"": 0.0331, ""acousticness"": 0.159, ""instrumentalness"": 0.389, ""liveness"": 0.113, ""valence"": 0.8, ""tempo"": 117.027, ""type"": ""audio_features"", ""id"": ""0C4qvgfSB5VGixYXrYcY9j"", ""uri"": ""spotify:track:0C4qvgfSB5VGixYXrYcY9j"", ""track_href"": ""https://api.spotify.com/v1/tracks/0C4qvgfSB5VGixYXrYcY9j"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0C4qvgfSB5VGixYXrYcY9j"", ""duration_ms"": 242000, ""time_signature"": 4}]",1669560471.962793
53,'Victory','The Avett Brothers',2f6pqUyFcs3NUSoz49H9nw,233333,49,"['indie folk', 'new americana', 'north carolina indie', 'north carolina roots', 'progressive bluegrass', 'stomp and holler']",Happy Folk,"[{""danceability"": 0.622, ""energy"": 0.191, ""key"": 10, ""loudness"": -11.141, ""mode"": 1, ""speechiness"": 0.0299, ""acousticness"": 0.947, ""instrumentalness"": 0.00602, ""liveness"": 0.106, ""valence"": 0.293, ""tempo"": 134.853, ""type"": ""audio_features"", ""id"": ""2f6pqUyFcs3NUSoz49H9nw"", ""uri"": ""spotify:track:2f6pqUyFcs3NUSoz49H9nw"", ""track_href"": ""https://api.spotify.com/v1/tracks/2f6pqUyFcs3NUSoz49H9nw"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2f6pqUyFcs3NUSoz49H9nw"", ""duration_ms"": 233333, ""time_signature"": 4}]",1669560471.771729
52,'Hurricane','James Vincent McMorrow',430AdcQfEGaKOZepLczGTo,266706,53,"['indie folk', 'irish singer-songwriter']",Happy Folk,"[{""danceability"": 0.677, ""energy"": 0.678, ""key"": 7, ""loudness"": -6.377, ""mode"": 1, ""speechiness"": 0.0298, ""acousticness"": 0.231, ""instrumentalness"": 2.1e-05, ""liveness"": 0.222, ""valence"": 0.768, ""tempo"": 136.946, ""type"": ""audio_features"", ""id"": ""430AdcQfEGaKOZepLczGTo"", ""uri"": ""spotify:track:430AdcQfEGaKOZepLczGTo"", ""track_href"": ""https://api.spotify.com/v1/tracks/430AdcQfEGaKOZepLczGTo"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/430AdcQfEGaKOZepLczGTo"", ""duration_ms"": 266707, ""time_signature"": 4}]",1669560471.577919
51,'Your Body','Mipso',3BPibZpEagpo2S0OxpMfmh,204333,47,"['deep new americana', 'new americana', 'north carolina roots', 'progressive bluegrass', 'stomp and holler']",Happy Folk,"[{""danceability"": 0.762, ""energy"": 0.472, ""key"": 3, ""loudness"": -9.271, ""mode"": 1, ""speechiness"": 0.0345, ""acousticness"": 0.725, ""instrumentalness"": 0.00214, ""liveness"": 0.0737, ""valence"": 0.338, ""tempo"": 96.201, ""type"": ""audio_features"", ""id"": ""3BPibZpEagpo2S0OxpMfmh"", ""uri"": ""spotify:track:3BPibZpEagpo2S0OxpMfmh"", ""track_href"": ""https://api.spotify.com/v1/tracks/3BPibZpEagpo2S0OxpMfmh"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3BPibZpEagpo2S0OxpMfmh"", ""duration_ms"": 204333, ""time_signature"": 4}]",1669560471.391722
50,'Hey Baby','The Cactus Blossoms',6kyUPFuPaaprlnKeVaQQMS,170915,48,"['alternative country', 'folk', 'indie folk', 'midwest americana', 'new americana', 'roots rock', 'stomp and holler']",Happy Folk,"[{""danceability"": 0.886, ""energy"": 0.566, ""key"": 4, ""loudness"": -8.965, ""mode"": 1, ""speechiness"": 0.0407, ""acousticness"": 0.452, ""instrumentalness"": 0.00209, ""liveness"": 0.101, ""valence"": 0.966, ""tempo"": 134.836, ""type"": ""audio_features"", ""id"": ""6kyUPFuPaaprlnKeVaQQMS"", ""uri"": ""spotify:track:6kyUPFuPaaprlnKeVaQQMS"", ""track_href"": ""https://api.spotify.com/v1/tracks/6kyUPFuPaaprlnKeVaQQMS"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6kyUPFuPaaprlnKeVaQQMS"", ""duration_ms"": 170916, ""time_signature"": 4}]",1669560471.204276
