,title,artist,id,duration,popularity,features,timestamp,created_at
49,'Drunk (And I Don't Wanna Go Home)','Elle King',0QULNNd9z5s35entfiiXoa,245625,76,"{""danceability"": 0.612, ""energy"": 0.884, ""key"": 5, ""loudness"": -4.4, ""mode"": 1, ""speechiness"": 0.0459, ""acousticness"": 0.00516, ""instrumentalness"": 0, ""liveness"": 0.0997, ""valence"": 0.626, ""tempo"": 119.991, ""type"": ""audio_features"", ""id"": ""0QULNNd9z5s35entfiiXoa"", ""uri"": ""spotify:track:0QULNNd9z5s35entfiiXoa"", ""track_href"": ""https://api.spotify.com/v1/tracks/0QULNNd9z5s35entfiiXoa"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0QULNNd9z5s35entfiiXoa"", ""duration_ms"": 245626, ""time_signature"": 4}",1665817203.857,1665988054.092081
48,'Drunk (And I Don't Wanna Go Home)','Elle King',0QULNNd9z5s35entfiiXoa,245625,76,"{""danceability"": 0.612, ""energy"": 0.884, ""key"": 5, ""loudness"": -4.4, ""mode"": 1, ""speechiness"": 0.0459, ""acousticness"": 0.00516, ""instrumentalness"": 0, ""liveness"": 0.0997, ""valence"": 0.626, ""tempo"": 119.991, ""type"": ""audio_features"", ""id"": ""0QULNNd9z5s35entfiiXoa"", ""uri"": ""spotify:track:0QULNNd9z5s35entfiiXoa"", ""track_href"": ""https://api.spotify.com/v1/tracks/0QULNNd9z5s35entfiiXoa"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0QULNNd9z5s35entfiiXoa"", ""duration_ms"": 245626, ""time_signature"": 4}",1665817449.702,1665988053.788868
47,'Drunk (And I Don't Wanna Go Home)','Elle King',0QULNNd9z5s35entfiiXoa,245625,76,"{""danceability"": 0.612, ""energy"": 0.884, ""key"": 5, ""loudness"": -4.4, ""mode"": 1, ""speechiness"": 0.0459, ""acousticness"": 0.00516, ""instrumentalness"": 0, ""liveness"": 0.0997, ""valence"": 0.626, ""tempo"": 119.991, ""type"": ""audio_features"", ""id"": ""0QULNNd9z5s35entfiiXoa"", ""uri"": ""spotify:track:0QULNNd9z5s35entfiiXoa"", ""track_href"": ""https://api.spotify.com/v1/tracks/0QULNNd9z5s35entfiiXoa"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0QULNNd9z5s35entfiiXoa"", ""duration_ms"": 245626, ""time_signature"": 4}",1665817692.751,1665988053.472658
46,'Drunk (And I Don't Wanna Go Home)','Elle King',0QULNNd9z5s35entfiiXoa,245625,76,"{""danceability"": 0.612, ""energy"": 0.884, ""key"": 5, ""loudness"": -4.4, ""mode"": 1, ""speechiness"": 0.0459, ""acousticness"": 0.00516, ""instrumentalness"": 0, ""liveness"": 0.0997, ""valence"": 0.626, ""tempo"": 119.991, ""type"": ""audio_features"", ""id"": ""0QULNNd9z5s35entfiiXoa"", ""uri"": ""spotify:track:0QULNNd9z5s35entfiiXoa"", ""track_href"": ""https://api.spotify.com/v1/tracks/0QULNNd9z5s35entfiiXoa"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0QULNNd9z5s35entfiiXoa"", ""duration_ms"": 245626, ""time_signature"": 4}",1665817941.914,1665988053.159751
45,'Drunk (And I Don't Wanna Go Home)','Elle King',0QULNNd9z5s35entfiiXoa,245625,76,"{""danceability"": 0.612, ""energy"": 0.884, ""key"": 5, ""loudness"": -4.4, ""mode"": 1, ""speechiness"": 0.0459, ""acousticness"": 0.00516, ""instrumentalness"": 0, ""liveness"": 0.0997, ""valence"": 0.626, ""tempo"": 119.991, ""type"": ""audio_features"", ""id"": ""0QULNNd9z5s35entfiiXoa"", ""uri"": ""spotify:track:0QULNNd9z5s35entfiiXoa"", ""track_href"": ""https://api.spotify.com/v1/tracks/0QULNNd9z5s35entfiiXoa"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0QULNNd9z5s35entfiiXoa"", ""duration_ms"": 245626, ""time_signature"": 4}",1665818194.106,1665988052.836726
44,'Drunk (And I Don't Wanna Go Home)','Elle King',0QULNNd9z5s35entfiiXoa,245625,76,"{""danceability"": 0.612, ""energy"": 0.884, ""key"": 5, ""loudness"": -4.4, ""mode"": 1, ""speechiness"": 0.0459, ""acousticness"": 0.00516, ""instrumentalness"": 0, ""liveness"": 0.0997, ""valence"": 0.626, ""tempo"": 119.991, ""type"": ""audio_features"", ""id"": ""0QULNNd9z5s35entfiiXoa"", ""uri"": ""spotify:track:0QULNNd9z5s35entfiiXoa"", ""track_href"": ""https://api.spotify.com/v1/tracks/0QULNNd9z5s35entfiiXoa"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0QULNNd9z5s35entfiiXoa"", ""duration_ms"": 245626, ""time_signature"": 4}",1665818588.408,1665988052.537369
43,'Drunk (And I Don't Wanna Go Home)','Elle King',0QULNNd9z5s35entfiiXoa,245625,76,"{""danceability"": 0.612, ""energy"": 0.884, ""key"": 5, ""loudness"": -4.4, ""mode"": 1, ""speechiness"": 0.0459, ""acousticness"": 0.00516, ""instrumentalness"": 0, ""liveness"": 0.0997, ""valence"": 0.626, ""tempo"": 119.991, ""type"": ""audio_features"", ""id"": ""0QULNNd9z5s35entfiiXoa"", ""uri"": ""spotify:track:0QULNNd9z5s35entfiiXoa"", ""track_href"": ""https://api.spotify.com/v1/tracks/0QULNNd9z5s35entfiiXoa"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0QULNNd9z5s35entfiiXoa"", ""duration_ms"": 245626, ""time_signature"": 4}",1665818783.819,1665988052.237137
42,'Drunk (And I Don't Wanna Go Home)','Elle King',0QULNNd9z5s35entfiiXoa,245625,76,"{""danceability"": 0.612, ""energy"": 0.884, ""key"": 5, ""loudness"": -4.4, ""mode"": 1, ""speechiness"": 0.0459, ""acousticness"": 0.00516, ""instrumentalness"": 0, ""liveness"": 0.0997, ""valence"": 0.626, ""tempo"": 119.991, ""type"": ""audio_features"", ""id"": ""0QULNNd9z5s35entfiiXoa"", ""uri"": ""spotify:track:0QULNNd9z5s35entfiiXoa"", ""track_href"": ""https://api.spotify.com/v1/tracks/0QULNNd9z5s35entfiiXoa"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0QULNNd9z5s35entfiiXoa"", ""duration_ms"": 245626, ""time_signature"": 4}",1665872302.189,1665988051.92859
41,'Chuyện Rằng','Thịnh Suy',7oBUoEbCDF748UkHnLusUB,272152,58,"{""danceability"": 0.811, ""energy"": 0.276, ""key"": 7, ""loudness"": -14.892, ""mode"": 1, ""speechiness"": 0.042, ""acousticness"": 0.785, ""instrumentalness"": 2.83e-06, ""liveness"": 0.128, ""valence"": 0.704, ""tempo"": 95.021, ""type"": ""audio_features"", ""id"": ""7oBUoEbCDF748UkHnLusUB"", ""uri"": ""spotify:track:7oBUoEbCDF748UkHnLusUB"", ""track_href"": ""https://api.spotify.com/v1/tracks/7oBUoEbCDF748UkHnLusUB"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7oBUoEbCDF748UkHnLusUB"", ""duration_ms"": 272152, ""time_signature"": 4}",1665872842.055,1665988051.627077
40,'Drunk (And I Don't Wanna Go Home)','Elle King',0QULNNd9z5s35entfiiXoa,245625,76,"{""danceability"": 0.612, ""energy"": 0.884, ""key"": 5, ""loudness"": -4.4, ""mode"": 1, ""speechiness"": 0.0459, ""acousticness"": 0.00516, ""instrumentalness"": 0, ""liveness"": 0.0997, ""valence"": 0.626, ""tempo"": 119.991, ""type"": ""audio_features"", ""id"": ""0QULNNd9z5s35entfiiXoa"", ""uri"": ""spotify:track:0QULNNd9z5s35entfiiXoa"", ""track_href"": ""https://api.spotify.com/v1/tracks/0QULNNd9z5s35entfiiXoa"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0QULNNd9z5s35entfiiXoa"", ""duration_ms"": 245626, ""time_signature"": 4}",1665882809.929,1665988051.306794
39,'Drunk (And I Don't Wanna Go Home)','Elle King',0QULNNd9z5s35entfiiXoa,245625,76,"{""danceability"": 0.612, ""energy"": 0.884, ""key"": 5, ""loudness"": -4.4, ""mode"": 1, ""speechiness"": 0.0459, ""acousticness"": 0.00516, ""instrumentalness"": 0, ""liveness"": 0.0997, ""valence"": 0.626, ""tempo"": 119.991, ""type"": ""audio_features"", ""id"": ""0QULNNd9z5s35entfiiXoa"", ""uri"": ""spotify:track:0QULNNd9z5s35entfiiXoa"", ""track_href"": ""https://api.spotify.com/v1/tracks/0QULNNd9z5s35entfiiXoa"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0QULNNd9z5s35entfiiXoa"", ""duration_ms"": 245626, ""time_signature"": 4}",1665887415.078,1665988051.00377
38,'Drunk (And I Don't Wanna Go Home)','Elle King',0QULNNd9z5s35entfiiXoa,245625,76,"{""danceability"": 0.612, ""energy"": 0.884, ""key"": 5, ""loudness"": -4.4, ""mode"": 1, ""speechiness"": 0.0459, ""acousticness"": 0.00516, ""instrumentalness"": 0, ""liveness"": 0.0997, ""valence"": 0.626, ""tempo"": 119.991, ""type"": ""audio_features"", ""id"": ""0QULNNd9z5s35entfiiXoa"", ""uri"": ""spotify:track:0QULNNd9z5s35entfiiXoa"", ""track_href"": ""https://api.spotify.com/v1/tracks/0QULNNd9z5s35entfiiXoa"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0QULNNd9z5s35entfiiXoa"", ""duration_ms"": 245626, ""time_signature"": 4}",1665887661.255,1665988050.673235
37,'Drunk (And I Don't Wanna Go Home)','Elle King',0QULNNd9z5s35entfiiXoa,245625,76,"{""danceability"": 0.612, ""energy"": 0.884, ""key"": 5, ""loudness"": -4.4, ""mode"": 1, ""speechiness"": 0.0459, ""acousticness"": 0.00516, ""instrumentalness"": 0, ""liveness"": 0.0997, ""valence"": 0.626, ""tempo"": 119.991, ""type"": ""audio_features"", ""id"": ""0QULNNd9z5s35entfiiXoa"", ""uri"": ""spotify:track:0QULNNd9z5s35entfiiXoa"", ""track_href"": ""https://api.spotify.com/v1/tracks/0QULNNd9z5s35entfiiXoa"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0QULNNd9z5s35entfiiXoa"", ""duration_ms"": 245626, ""time_signature"": 4}",1665887907.314,1665988050.371137
36,'Drunk (And I Don't Wanna Go Home)','Elle King',0QULNNd9z5s35entfiiXoa,245625,76,"{""danceability"": 0.612, ""energy"": 0.884, ""key"": 5, ""loudness"": -4.4, ""mode"": 1, ""speechiness"": 0.0459, ""acousticness"": 0.00516, ""instrumentalness"": 0, ""liveness"": 0.0997, ""valence"": 0.626, ""tempo"": 119.991, ""type"": ""audio_features"", ""id"": ""0QULNNd9z5s35entfiiXoa"", ""uri"": ""spotify:track:0QULNNd9z5s35entfiiXoa"", ""track_href"": ""https://api.spotify.com/v1/tracks/0QULNNd9z5s35entfiiXoa"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0QULNNd9z5s35entfiiXoa"", ""duration_ms"": 245626, ""time_signature"": 4}",1665888158.692,1665988050.071996
35,'Chuyện Rằng','Thịnh Suy',7oBUoEbCDF748UkHnLusUB,272152,58,"{""danceability"": 0.811, ""energy"": 0.276, ""key"": 7, ""loudness"": -14.892, ""mode"": 1, ""speechiness"": 0.042, ""acousticness"": 0.785, ""instrumentalness"": 2.83e-06, ""liveness"": 0.128, ""valence"": 0.704, ""tempo"": 95.021, ""type"": ""audio_features"", ""id"": ""7oBUoEbCDF748UkHnLusUB"", ""uri"": ""spotify:track:7oBUoEbCDF748UkHnLusUB"", ""track_href"": ""https://api.spotify.com/v1/tracks/7oBUoEbCDF748UkHnLusUB"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7oBUoEbCDF748UkHnLusUB"", ""duration_ms"": 272152, ""time_signature"": 4}",1665888582.268,1665988049.760995
34,'Chuyện Rằng','Thịnh Suy',7oBUoEbCDF748UkHnLusUB,272152,58,"{""danceability"": 0.811, ""energy"": 0.276, ""key"": 7, ""loudness"": -14.892, ""mode"": 1, ""speechiness"": 0.042, ""acousticness"": 0.785, ""instrumentalness"": 2.83e-06, ""liveness"": 0.128, ""valence"": 0.704, ""tempo"": 95.021, ""type"": ""audio_features"", ""id"": ""7oBUoEbCDF748UkHnLusUB"", ""uri"": ""spotify:track:7oBUoEbCDF748UkHnLusUB"", ""track_href"": ""https://api.spotify.com/v1/tracks/7oBUoEbCDF748UkHnLusUB"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7oBUoEbCDF748UkHnLusUB"", ""duration_ms"": 272152, ""time_signature"": 4}",1665888854.314,1665988049.464996
33,'Chuyện Rằng','Thịnh Suy',7oBUoEbCDF748UkHnLusUB,272152,58,"{""danceability"": 0.811, ""energy"": 0.276, ""key"": 7, ""loudness"": -14.892, ""mode"": 1, ""speechiness"": 0.042, ""acousticness"": 0.785, ""instrumentalness"": 2.83e-06, ""liveness"": 0.128, ""valence"": 0.704, ""tempo"": 95.021, ""type"": ""audio_features"", ""id"": ""7oBUoEbCDF748UkHnLusUB"", ""uri"": ""spotify:track:7oBUoEbCDF748UkHnLusUB"", ""track_href"": ""https://api.spotify.com/v1/tracks/7oBUoEbCDF748UkHnLusUB"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7oBUoEbCDF748UkHnLusUB"", ""duration_ms"": 272152, ""time_signature"": 4}",1665889127.5,1665988049.155116
32,'Chuyện Rằng','Thịnh Suy',7oBUoEbCDF748UkHnLusUB,272152,58,"{""danceability"": 0.811, ""energy"": 0.276, ""key"": 7, ""loudness"": -14.892, ""mode"": 1, ""speechiness"": 0.042, ""acousticness"": 0.785, ""instrumentalness"": 2.83e-06, ""liveness"": 0.128, ""valence"": 0.704, ""tempo"": 95.021, ""type"": ""audio_features"", ""id"": ""7oBUoEbCDF748UkHnLusUB"", ""uri"": ""spotify:track:7oBUoEbCDF748UkHnLusUB"", ""track_href"": ""https://api.spotify.com/v1/tracks/7oBUoEbCDF748UkHnLusUB"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7oBUoEbCDF748UkHnLusUB"", ""duration_ms"": 272152, ""time_signature"": 4}",1665889399.951,1665988048.849115
31,'Chuyện Rằng','Thịnh Suy',7oBUoEbCDF748UkHnLusUB,272152,58,"{""danceability"": 0.811, ""energy"": 0.276, ""key"": 7, ""loudness"": -14.892, ""mode"": 1, ""speechiness"": 0.042, ""acousticness"": 0.785, ""instrumentalness"": 2.83e-06, ""liveness"": 0.128, ""valence"": 0.704, ""tempo"": 95.021, ""type"": ""audio_features"", ""id"": ""7oBUoEbCDF748UkHnLusUB"", ""uri"": ""spotify:track:7oBUoEbCDF748UkHnLusUB"", ""track_href"": ""https://api.spotify.com/v1/tracks/7oBUoEbCDF748UkHnLusUB"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7oBUoEbCDF748UkHnLusUB"", ""duration_ms"": 272152, ""time_signature"": 4}",1665889740.354,1665988048.551115
30,'Chuyện Rằng','Thịnh Suy',7oBUoEbCDF748UkHnLusUB,272152,58,"{""danceability"": 0.811, ""energy"": 0.276, ""key"": 7, ""loudness"": -14.892, ""mode"": 1, ""speechiness"": 0.042, ""acousticness"": 0.785, ""instrumentalness"": 2.83e-06, ""liveness"": 0.128, ""valence"": 0.704, ""tempo"": 95.021, ""type"": ""audio_features"", ""id"": ""7oBUoEbCDF748UkHnLusUB"", ""uri"": ""spotify:track:7oBUoEbCDF748UkHnLusUB"", ""track_href"": ""https://api.spotify.com/v1/tracks/7oBUoEbCDF748UkHnLusUB"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7oBUoEbCDF748UkHnLusUB"", ""duration_ms"": 272152, ""time_signature"": 4}",1665897071.469,1665988048.245495
29,'Chuyện Rằng','Thịnh Suy',7oBUoEbCDF748UkHnLusUB,272152,58,"{""danceability"": 0.811, ""energy"": 0.276, ""key"": 7, ""loudness"": -14.892, ""mode"": 1, ""speechiness"": 0.042, ""acousticness"": 0.785, ""instrumentalness"": 2.83e-06, ""liveness"": 0.128, ""valence"": 0.704, ""tempo"": 95.021, ""type"": ""audio_features"", ""id"": ""7oBUoEbCDF748UkHnLusUB"", ""uri"": ""spotify:track:7oBUoEbCDF748UkHnLusUB"", ""track_href"": ""https://api.spotify.com/v1/tracks/7oBUoEbCDF748UkHnLusUB"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7oBUoEbCDF748UkHnLusUB"", ""duration_ms"": 272152, ""time_signature"": 4}",1665897346.93,1665988047.931113
28,'Chuyện Rằng','Thịnh Suy',7oBUoEbCDF748UkHnLusUB,272152,58,"{""danceability"": 0.811, ""energy"": 0.276, ""key"": 7, ""loudness"": -14.892, ""mode"": 1, ""speechiness"": 0.042, ""acousticness"": 0.785, ""instrumentalness"": 2.83e-06, ""liveness"": 0.128, ""valence"": 0.704, ""tempo"": 95.021, ""type"": ""audio_features"", ""id"": ""7oBUoEbCDF748UkHnLusUB"", ""uri"": ""spotify:track:7oBUoEbCDF748UkHnLusUB"", ""track_href"": ""https://api.spotify.com/v1/tracks/7oBUoEbCDF748UkHnLusUB"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7oBUoEbCDF748UkHnLusUB"", ""duration_ms"": 272152, ""time_signature"": 4}",1665897619.597,1665988047.620062
27,'Chuyện Rằng','Thịnh Suy',7oBUoEbCDF748UkHnLusUB,272152,58,"{""danceability"": 0.811, ""energy"": 0.276, ""key"": 7, ""loudness"": -14.892, ""mode"": 1, ""speechiness"": 0.042, ""acousticness"": 0.785, ""instrumentalness"": 2.83e-06, ""liveness"": 0.128, ""valence"": 0.704, ""tempo"": 95.021, ""type"": ""audio_features"", ""id"": ""7oBUoEbCDF748UkHnLusUB"", ""uri"": ""spotify:track:7oBUoEbCDF748UkHnLusUB"", ""track_href"": ""https://api.spotify.com/v1/tracks/7oBUoEbCDF748UkHnLusUB"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7oBUoEbCDF748UkHnLusUB"", ""duration_ms"": 272152, ""time_signature"": 4}",1665897892.203,1665988047.304706
26,'Chuyện Rằng','Thịnh Suy',7oBUoEbCDF748UkHnLusUB,272152,58,"{""danceability"": 0.811, ""energy"": 0.276, ""key"": 7, ""loudness"": -14.892, ""mode"": 1, ""speechiness"": 0.042, ""acousticness"": 0.785, ""instrumentalness"": 2.83e-06, ""liveness"": 0.128, ""valence"": 0.704, ""tempo"": 95.021, ""type"": ""audio_features"", ""id"": ""7oBUoEbCDF748UkHnLusUB"", ""uri"": ""spotify:track:7oBUoEbCDF748UkHnLusUB"", ""track_href"": ""https://api.spotify.com/v1/tracks/7oBUoEbCDF748UkHnLusUB"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7oBUoEbCDF748UkHnLusUB"", ""duration_ms"": 272152, ""time_signature"": 4}",1665898164.701,1665988046.970793
25,'Chuyện Rằng','Thịnh Suy',7oBUoEbCDF748UkHnLusUB,272152,58,"{""danceability"": 0.811, ""energy"": 0.276, ""key"": 7, ""loudness"": -14.892, ""mode"": 1, ""speechiness"": 0.042, ""acousticness"": 0.785, ""instrumentalness"": 2.83e-06, ""liveness"": 0.128, ""valence"": 0.704, ""tempo"": 95.021, ""type"": ""audio_features"", ""id"": ""7oBUoEbCDF748UkHnLusUB"", ""uri"": ""spotify:track:7oBUoEbCDF748UkHnLusUB"", ""track_href"": ""https://api.spotify.com/v1/tracks/7oBUoEbCDF748UkHnLusUB"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7oBUoEbCDF748UkHnLusUB"", ""duration_ms"": 272152, ""time_signature"": 4}",1665898437.309,1665988046.662899
24,'Chuyện Rằng','Thịnh Suy',7oBUoEbCDF748UkHnLusUB,272152,58,"{""danceability"": 0.811, ""energy"": 0.276, ""key"": 7, ""loudness"": -14.892, ""mode"": 1, ""speechiness"": 0.042, ""acousticness"": 0.785, ""instrumentalness"": 2.83e-06, ""liveness"": 0.128, ""valence"": 0.704, ""tempo"": 95.021, ""type"": ""audio_features"", ""id"": ""7oBUoEbCDF748UkHnLusUB"", ""uri"": ""spotify:track:7oBUoEbCDF748UkHnLusUB"", ""track_href"": ""https://api.spotify.com/v1/tracks/7oBUoEbCDF748UkHnLusUB"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7oBUoEbCDF748UkHnLusUB"", ""duration_ms"": 272152, ""time_signature"": 4}",1665898708.295,1665988046.356346
23,'The A Team','Ed Sheeran',1VdZ0vKfR5jneCmWIUAMxK,258373,75,"{""danceability"": 0.642, ""energy"": 0.289, ""key"": 9, ""loudness"": -9.918, ""mode"": 1, ""speechiness"": 0.0367, ""acousticness"": 0.669, ""instrumentalness"": 0, ""liveness"": 0.18, ""valence"": 0.407, ""tempo"": 84.996, ""type"": ""audio_features"", ""id"": ""1VdZ0vKfR5jneCmWIUAMxK"", ""uri"": ""spotify:track:1VdZ0vKfR5jneCmWIUAMxK"", ""track_href"": ""https://api.spotify.com/v1/tracks/1VdZ0vKfR5jneCmWIUAMxK"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1VdZ0vKfR5jneCmWIUAMxK"", ""duration_ms"": 258373, ""time_signature"": 4}",1665899223.743,1665988046.052008
22,'The A Team','Ed Sheeran',1VdZ0vKfR5jneCmWIUAMxK,258373,75,"{""danceability"": 0.642, ""energy"": 0.289, ""key"": 9, ""loudness"": -9.918, ""mode"": 1, ""speechiness"": 0.0367, ""acousticness"": 0.669, ""instrumentalness"": 0, ""liveness"": 0.18, ""valence"": 0.407, ""tempo"": 84.996, ""type"": ""audio_features"", ""id"": ""1VdZ0vKfR5jneCmWIUAMxK"", ""uri"": ""spotify:track:1VdZ0vKfR5jneCmWIUAMxK"", ""track_href"": ""https://api.spotify.com/v1/tracks/1VdZ0vKfR5jneCmWIUAMxK"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1VdZ0vKfR5jneCmWIUAMxK"", ""duration_ms"": 258373, ""time_signature"": 4}",1665899482.545,1665988045.726856
21,'The A Team','Ed Sheeran',1VdZ0vKfR5jneCmWIUAMxK,258373,75,"{""danceability"": 0.642, ""energy"": 0.289, ""key"": 9, ""loudness"": -9.918, ""mode"": 1, ""speechiness"": 0.0367, ""acousticness"": 0.669, ""instrumentalness"": 0, ""liveness"": 0.18, ""valence"": 0.407, ""tempo"": 84.996, ""type"": ""audio_features"", ""id"": ""1VdZ0vKfR5jneCmWIUAMxK"", ""uri"": ""spotify:track:1VdZ0vKfR5jneCmWIUAMxK"", ""track_href"": ""https://api.spotify.com/v1/tracks/1VdZ0vKfR5jneCmWIUAMxK"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1VdZ0vKfR5jneCmWIUAMxK"", ""duration_ms"": 258373, ""time_signature"": 4}",1665899741.558,1665988045.421845
20,'The A Team','Ed Sheeran',1VdZ0vKfR5jneCmWIUAMxK,258373,75,"{""danceability"": 0.642, ""energy"": 0.289, ""key"": 9, ""loudness"": -9.918, ""mode"": 1, ""speechiness"": 0.0367, ""acousticness"": 0.669, ""instrumentalness"": 0, ""liveness"": 0.18, ""valence"": 0.407, ""tempo"": 84.996, ""type"": ""audio_features"", ""id"": ""1VdZ0vKfR5jneCmWIUAMxK"", ""uri"": ""spotify:track:1VdZ0vKfR5jneCmWIUAMxK"", ""track_href"": ""https://api.spotify.com/v1/tracks/1VdZ0vKfR5jneCmWIUAMxK"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1VdZ0vKfR5jneCmWIUAMxK"", ""duration_ms"": 258373, ""time_signature"": 4}",1665900000.447,1665988045.11178
19,'The A Team','Ed Sheeran',1VdZ0vKfR5jneCmWIUAMxK,258373,75,"{""danceability"": 0.642, ""energy"": 0.289, ""key"": 9, ""loudness"": -9.918, ""mode"": 1, ""speechiness"": 0.0367, ""acousticness"": 0.669, ""instrumentalness"": 0, ""liveness"": 0.18, ""valence"": 0.407, ""tempo"": 84.996, ""type"": ""audio_features"", ""id"": ""1VdZ0vKfR5jneCmWIUAMxK"", ""uri"": ""spotify:track:1VdZ0vKfR5jneCmWIUAMxK"", ""track_href"": ""https://api.spotify.com/v1/tracks/1VdZ0vKfR5jneCmWIUAMxK"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1VdZ0vKfR5jneCmWIUAMxK"", ""duration_ms"": 258373, ""time_signature"": 4}",1665900056.334,1665988044.79278
18,'Drunk (And I Don't Wanna Go Home)','Elle King',0QULNNd9z5s35entfiiXoa,245625,76,"{""danceability"": 0.612, ""energy"": 0.884, ""key"": 5, ""loudness"": -4.4, ""mode"": 1, ""speechiness"": 0.0459, ""acousticness"": 0.00516, ""instrumentalness"": 0, ""liveness"": 0.0997, ""valence"": 0.626, ""tempo"": 119.991, ""type"": ""audio_features"", ""id"": ""0QULNNd9z5s35entfiiXoa"", ""uri"": ""spotify:track:0QULNNd9z5s35entfiiXoa"", ""track_href"": ""https://api.spotify.com/v1/tracks/0QULNNd9z5s35entfiiXoa"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0QULNNd9z5s35entfiiXoa"", ""duration_ms"": 245626, ""time_signature"": 4}",1665903208.566,1665988044.475165
17,'Drunk (And I Don't Wanna Go Home)','Elle King',0QULNNd9z5s35entfiiXoa,245625,76,"{""danceability"": 0.612, ""energy"": 0.884, ""key"": 5, ""loudness"": -4.4, ""mode"": 1, ""speechiness"": 0.0459, ""acousticness"": 0.00516, ""instrumentalness"": 0, ""liveness"": 0.0997, ""valence"": 0.626, ""tempo"": 119.991, ""type"": ""audio_features"", ""id"": ""0QULNNd9z5s35entfiiXoa"", ""uri"": ""spotify:track:0QULNNd9z5s35entfiiXoa"", ""track_href"": ""https://api.spotify.com/v1/tracks/0QULNNd9z5s35entfiiXoa"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0QULNNd9z5s35entfiiXoa"", ""duration_ms"": 245626, ""time_signature"": 4}",1665903454.292,1665988044.171164
16,'Drunk (And I Don't Wanna Go Home)','Elle King',0QULNNd9z5s35entfiiXoa,245625,76,"{""danceability"": 0.612, ""energy"": 0.884, ""key"": 5, ""loudness"": -4.4, ""mode"": 1, ""speechiness"": 0.0459, ""acousticness"": 0.00516, ""instrumentalness"": 0, ""liveness"": 0.0997, ""valence"": 0.626, ""tempo"": 119.991, ""type"": ""audio_features"", ""id"": ""0QULNNd9z5s35entfiiXoa"", ""uri"": ""spotify:track:0QULNNd9z5s35entfiiXoa"", ""track_href"": ""https://api.spotify.com/v1/tracks/0QULNNd9z5s35entfiiXoa"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0QULNNd9z5s35entfiiXoa"", ""duration_ms"": 245626, ""time_signature"": 4}",1665903700.787,1665988043.870164
15,'Drunk (And I Don't Wanna Go Home)','Elle King',0QULNNd9z5s35entfiiXoa,245625,76,"{""danceability"": 0.612, ""energy"": 0.884, ""key"": 5, ""loudness"": -4.4, ""mode"": 1, ""speechiness"": 0.0459, ""acousticness"": 0.00516, ""instrumentalness"": 0, ""liveness"": 0.0997, ""valence"": 0.626, ""tempo"": 119.991, ""type"": ""audio_features"", ""id"": ""0QULNNd9z5s35entfiiXoa"", ""uri"": ""spotify:track:0QULNNd9z5s35entfiiXoa"", ""track_href"": ""https://api.spotify.com/v1/tracks/0QULNNd9z5s35entfiiXoa"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0QULNNd9z5s35entfiiXoa"", ""duration_ms"": 245626, ""time_signature"": 4}",1665903946.407,1665988043.569164
